"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","Y"
132,124,9,0,0,0.22222221,0.074074075,0.22222221,0.074074045,1.074074,0,3.2222223,0,-3.2222223,6.4444447,-3.2222223,3.2222223,1,-2.0943952,1
33,94,9,0,0,1.3333336,0.21081811,2.5555556,1.6420401,5.888889,3.2222223,7.7777777,6.6666665,-8,5.6666665,2.3333333,7.7777777,0.60978836,-2.869948,1
240,79,9,0,0,16.277779,40.862957,14.166667,155.3222,32.77778,24.333334,45.77778,28.222221,-25.333334,39,-13.666667,45.77778,0.48906165,-2.2862954,1
87,135,9,0,0,0.38888887,0.24074073,0.33333334,0.17777777,0.962963,0,2.7777777,0.11111111,-2.8888888,5.4444447,-2.5555556,2.7777777,1,-2.1175485,1
9,131,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,122,9,0,0,1.2222222,1.2412658,1.3333331,0.6992059,16.148148,8,28.333334,12.111111,-24.444445,36.555557,-12.111111,28.333334,0.71822083,-2.305989,1
234,110,9,0,0,0.8333333,0.21111107,0.5,0.56666666,1.8148148,0.11111111,4.888889,0.44444445,-5.111111,9.222222,-4.111111,4.888889,0.984127,-2.1525068,1
206,80,9,0,0,4.888889,14.829629,3.8333333,36.12222,10.037037,6.5555553,15.111111,8.444445,-10.444445,15.222222,-4.7777777,15.111111,0.59776545,-2.3262568,1
17,110,9,0.11111111,0,1.2777778,1.2629629,2.7222223,2.9962952,3.9629629,1.4444444,6.4444447,4,-7.5555553,7.4444447,0.11111111,6.4444447,0.80665785,-2.6186507,1
82,120,9,0,0,5.6666675,46.933327,5.9444447,60.06297,6.962963,3.3333333,12.777778,4.7777777,-10.888889,17.444445,-6.5555553,12.777778,0.8228925,-2.240133,1
101,121,9,0.11111111,0,0.6666667,0.843274,1.5,0.88819396,3.4074075,1.1111112,6,3.1111112,-6.888889,7.7777777,-0.8888889,6,0.8435185,-2.5191648,1
220,120,9,0,0,0.38888893,0.062962964,0.38888887,0.062962994,1,0,3,0,-3,6,-3,3,1,-2.0943952,1
241,137,9,0,0.11111111,4.277778,18.685184,3.8333333,37.500004,5,2.5555556,9,3.4444444,-7.3333335,12,-4.6666665,9,0.837478,-2.1939669,1
139,121,9,0,0,1.0555555,0.41851884,1.1666666,0.83333385,3.7037036,0.7777778,7.7777777,2.5555556,-8.777778,12.222222,-3.4444444,7.7777777,0.9074074,-2.351514,1
204,116,9,0,0,1.0555555,1.262963,1.0555556,1.4407407,2.1851852,0.33333334,5.111111,1.1111112,-5.5555553,8.777778,-3.2222223,5.111111,0.96141976,-2.2490795,1
48,85,9,0,0,3.111111,13.451853,2.0555556,6.862964,4.296296,1.3333334,8.888889,2.6666667,-8.888889,13.777778,-4.888889,8.888889,0.8858245,-2.2715442,1
59,120,9,0,0,2.1666667,1.9860634,1.4444441,1.8698385,19.074074,10.555555,33.11111,13.555555,-25.555555,42.11111,-16.555555,33.11111,0.6812664,-2.2312608,1
55,93,9,0.11111111,0,0.83333343,0.2999998,1.388889,1.7962962,3,0.5555556,7.2222223,1.2222222,-7.3333335,12.666667,-5.3333335,7.2222223,0.9356702,-2.1836095,1
19,145,9,0,0,0.88888884,1.674074,2.111111,4.3851857,2.074074,0.6666667,3.5555556,2,-4.2222223,4.4444447,-0.22222222,3.5555556,0.45767197,-2.5697682,1
25,138,9,0.11111111,0,1.2777777,1.1434193,0.72222215,0.49065349,5.185185,2,9.333334,4.2222223,-9.555555,12.444445,-2.8888888,9.333334,0.7900112,-2.4068089,1
59,99,9,0,0,0.77777785,0.8296297,0.99999994,0.3555556,2.0370371,0.11111111,5.5555553,0.44444445,-5.7777777,10.555555,-4.7777777,5.5555553,0.9861111,-2.149743,1
123,136,9,0,0,0.5555555,1.0962964,0.6666666,1.3333331,1.1111112,0.11111111,3,0.22222222,-3,5.6666665,-2.6666667,3,0.9861111,-2.1109743,1
234,122,9,0,0,1.7222222,7.8407397,1.3888888,7.574073,2.2592592,0.5555556,5.2222223,1,-5.111111,8.888889,-3.7777777,5.2222223,0.96031743,-2.1732037,1
226,84,9,0,0,3.055556,3.9740732,1.7777778,2.6962967,4.5555553,1.5555556,9,3.1111112,-9,13.333333,-4.3333335,9,0.84772927,-2.3057292,1
132,134,9,0,0,2.6666667,3.1555562,1.5,1.5444443,6.185185,2.2222223,11.444445,4.888889,-11.888889,15.777778,-3.8888888,11.444445,0.8339346,-2.3866115,1
109,146,9,0,0,0.055555556,0.13608277,0.055555556,0.13608277,0.037037037,0,0.11111111,0,-0.11111111,0.22222222,-0.11111111,0.11111111,0.11111111,-2.0943952,1
194,124,9,0,0,1.4999999,0.43333384,1.388889,0.90740687,2.8148148,1,5.5555553,1.8888888,-5.4444447,8.222222,-2.7777777,5.5555553,0.8367725,-2.2846084,1
235,81,9,0,0,1.388889,0.41851807,0.77777773,0.2962964,3.4814816,1,7.4444447,2,-7.4444447,11.888889,-4.4444447,7.4444447,0.88121694,-2.2481337,1
1,81,9,0,0,12.166667,267.45554,9.222222,205.36296,21.333334,14,30.555555,19.444445,-22,27.666666,-5.6666665,30.555555,0.5952822,-2.438409,1
118,125,9,0,0,0.33333334,0.29814234,0.88888884,0.34426528,1.1481482,0,3.1111112,0.33333334,-3.4444444,5.888889,-2.4444444,3.1111112,1,-2.1756468,1
221,107,9,0,0,1.1666666,0.2111112,0.83333325,0.3444444,2.2222223,0.33333334,5.3333335,1,-5.6666665,9.333333,-3.6666667,5.3333335,0.94708997,-2.2263546,1
21,64,9,0,0,16.277779,12.948471,20.222223,17.629103,31,24.666666,38,30.333334,-19,21,-2,38,0.40074632,-2.593825,1
41,75,9,0,0.11111111,15.388889,19.136257,26.611113,31.71359,55,47.444443,65.44444,52.11111,-22.666666,31.333334,-8.666667,65.44444,0.29780185,-2.3567543,1
203,93,9,0,0,2.6666667,6.4444437,3.4444444,11.674076,6.7777777,3.2222223,11.888889,5.2222223,-10.666667,15.333333,-4.6666665,11.888889,0.7601911,-2.332766,1
237,137,9,0,0,0.38888887,0.1074074,0.33333334,0.04444445,0.6666667,0,2,0,-2,4,-2,2,1,-2.0943952,1
18,123,9,0,0,0.72222227,0.86296284,0.6111111,0.41851848,1.074074,0.11111111,2.6666667,0.44444445,-2.8888888,4.7777777,-1.8888888,2.6666667,0.9814815,-2.1692097,1
45,89,9,0,0,0.7777777,0.3407409,0.77777773,0.47407398,2.2962964,0.11111111,6.4444447,0.33333334,-6.5555553,12.444445,-5.888889,6.4444447,0.9861111,-2.1239047,1
90,116,9,0,0,1.277778,0.85418403,1.3333336,1.1352925,18.74074,11.777778,29.555555,14.888889,-20.88889,32.444443,-11.555555,29.555555,0.5961039,-2.2599666,1
81,122,9,0,0.11111111,7.388889,64.95186,4.8333335,42.255566,6.6296296,3.3333333,11.333333,5.2222223,-9.888889,14.111111,-4.2222223,11.333333,0.8093314,-2.3490174,1
18,87,9,0,0,1.5555555,1.9626132,1.8888887,1.7469552,2.925926,1.2222222,5.6666665,1.8888888,-5.111111,8.222222,-3.1111112,5.6666665,0.86277056,-2.2294934,1
44,123,9,0,0,1.0555556,0.99629647,1.0000001,0.8444444,1.4814814,0.22222222,3.6666667,0.5555556,-3.7777777,6.5555553,-2.7777777,3.6666667,0.96190476,-2.1617603,1
227,69,9,0,0,3.6111114,45.929623,4.333333,36.400005,11.074074,6.888889,16,10.333334,-12.555555,14.777778,-2.2222223,16,0.6042809,-2.4818742,1
31,68,9,0,0,27.944443,203.35188,18.277777,338.64075,47.185184,38.555557,60.11111,42.88889,-25.88889,38.77778,-12.888889,60.11111,0.41303283,-2.3086562,1
30,91,9,0,0,3.3888886,6.4629617,3.277778,9.040739,6.259259,2.4444444,12.111111,4.2222223,-11.444445,17.555555,-6.111111,12.111111,0.82302064,-2.2827444,1
40,95,9,0,0.11111111,1.2777778,1.5740741,1.6111112,1.2185184,4.6296296,1,9.222222,3.6666667,-10.888889,13.777778,-2.8888888,9.222222,0.90709877,-2.4294486,1
36,145,9,0,0,0.2777778,0.19629629,1.2777778,2.0629628,0.8518519,0.33333334,1.4444444,0.7777778,-1.5555556,1.7777778,-0.22222222,1.4444444,0.25185186,-2.5309503,1
68,107,9,0.11111111,0,1.111111,3.1407404,1.111111,2.5629632,1.7777778,0.22222222,4.5555553,0.5555556,-4.6666665,8.333333,-3.6666667,4.5555553,0.9814815,-2.146531,1
92,121,9,0,0,1.4444445,1.8216802,2.0555556,2.0593057,14.962963,9.555555,23.444445,11.888889,-16.222221,25.444445,-9.222222,23.444445,0.5964221,-2.2353554,1
3,106,9,0,0,0.22222222,0.17213261,0.11111111,0.17213261,0.5555556,0,1.6666666,0,-1.6666666,3.3333333,-1.6666666,1.6666666,1,-2.0943952,1
41,77,9,0.11111111,0,1.777778,0.6518514,1.611111,1.5740745,5,1.2222222,10.222222,3.5555556,-11.333333,15.666667,-4.3333335,10.222222,0.8916084,-2.3548815,1
39,124,9,0,0.11111111,5.3333335,4.774935,6.5000005,4.544838,7.5925927,4.111111,12.888889,5.7777777,-10.444445,15.888889,-5.4444447,12.888889,0.7721516,-2.2657473,1
27,112,9,0,0,0.22222222,0.34426522,0.11111113,0.27216557,0.14814815,0,0.44444445,0,-0.44444445,0.8888889,-0.44444445,0.44444445,0.22222222,-2.0943952,1
9,80,9,0,0,2.9444444,13.751853,16.666666,71.5111,23.62963,17.333334,31.666666,21.88889,-18.88889,24.11111,-5.2222223,31.666666,0.5142537,-2.4315135,1
59,87,9,0,0.11111111,11.166667,84.87777,13.222221,70.02964,17.11111,12.222222,23.444445,15.666667,-14.666667,19,-4.3333335,23.444445,0.65204316,-2.4180744,1
113,96,9,0,0,0.9444445,0.50740725,1.1111112,0.34074047,3.8148148,1.1111112,8.555555,1.7777778,-8.111111,14.222222,-6.111111,8.555555,0.87222224,-2.1862345,1
205,83,9,0,0,24.555555,688.0741,8.333333,121.24443,23.296297,19.777779,28.555555,21.555555,-10.555555,15.777778,-5.2222223,28.555555,0.5041609,-2.3213427,1
75,122,9,0,0,0.72222227,0.24074064,0.8333333,0.38888904,1.5925926,0,4.4444447,0.33333334,-4.7777777,8.555555,-3.7777777,4.4444447,1,-2.1535993,1
14,90,9,0.11111111,0,2.9444447,2.435083,3.3333333,3.211092,5,2.5555556,7.3333335,5.111111,-7.3333335,7,0.33333334,7.3333335,0.7252886,-2.6393893,1
96,133,9,0,0,0.055555556,0.01851852,0.22222222,0.029629637,0.4814815,0,1.4444444,0,-1.4444444,2.8888888,-1.4444444,1.4444444,1,-2.0943952,1
113,132,9,0,0,0.44444442,0.3442652,0.38888887,0.5340273,1.2962962,0,3.4444444,0.44444445,-3.8888888,6.4444447,-2.5555556,3.4444444,1,-2.204847,1
230,98,9,0,0,0.38888884,0.15185185,0.38888887,0.06296294,1.4074074,0,4.111111,0.11111111,-4.2222223,8.111111,-3.8888888,4.111111,1,-2.1137195,1
58,109,9,0,0,0.8888889,0.25185165,2.8333333,1.677777,4.296296,1.4444444,8.444445,3,-8.555555,12.444445,-3.8888888,8.444445,0.8644824,-2.2837873,1
35,135,9,0,0,0.22222225,0.118518546,0.22222225,0.118518546,0.22222222,0,0.6666667,0,-0.6666667,1.3333334,-0.6666667,0.6666667,0.33333334,-2.0943952,1
119,115,9,0,0.11111111,2.4444444,1.5729189,5,2.9363625,7.5555553,3.5555556,12.888889,6.2222223,-12,16,-4,12.888889,0.7672355,-2.3909924,1
55,80,9,0.11111111,0,1.833333,4.3,1.8333334,1.0999995,7.0740743,2.8888888,12.444445,5.888889,-12.555555,16.11111,-3.5555556,12.444445,0.77528197,-2.4175172,1
35,107,9,0,0,10.222221,14.967619,9.833333,17.54708,9.518518,7.3333335,12.222222,9,-6.5555553,8.111111,-1.5555556,12.222222,0.6749559,-2.4929647,1
128,116,9,0,0,0.77777785,0.6962963,0.8333333,0.9222224,1.962963,0.22222222,5,0.6666667,-5.2222223,9.111111,-3.8888888,5,0.9702381,-2.1634343,1
68,109,9,0,0,1.5,3.2333333,1.111111,1.8962961,1.962963,0.33333334,4.7777777,0.7777778,-4.888889,8.444445,-3.5555556,4.7777777,0.9691358,-2.146531,1
118,133,9,0,0,0.22222221,0.029629631,0.22222221,0.029629631,0.7407407,0,2.2222223,0,-2.2222223,4.4444447,-2.2222223,2.2222223,1,-2.0943952,1
18,90,9,0,0,1.0555555,0.37407416,0.6666667,0.22222227,2.8148148,0.5555556,6.888889,1,-6.7777777,12.222222,-5.4444447,6.888889,0.9261464,-2.1643226,1
11,118,9,0,0,0.27777776,0.15185185,0.38888893,0.06296293,0.7037037,0,2,0.11111111,-2.1111112,3.8888888,-1.7777778,2,1,-2.132635,1
237,106,9,0,0,0.9444444,0.15185204,0.8333333,0.47777775,2.4074075,0.44444445,6.111111,0.6666667,-5.888889,11.111111,-5.2222223,6.111111,0.9404762,-2.133095,1
69,136,9,0,0,3.1111114,2.8100348,2.777778,3.1669588,19.444445,16.88889,25.777779,15.666667,-7.6666665,19,-11.333333,26.666666,0.42529303,-1.6157203,1
98,133,9,0,0,0.5555555,0.17213255,0.38888887,0.3277307,0.962963,0,2.7777777,0.11111111,-2.8888888,5.4444447,-2.5555556,2.7777777,1,-2.123254,1
45,108,9,0,0.11111111,25.5,12.795401,27.277779,15.930981,49.814816,41.77778,61.11111,46.555557,-24.11111,33.88889,-9.777778,61.11111,0.35897508,-2.3604913,1
108,144,9,0,0,0.38888893,0.15185183,0.22222222,0.07407406,0.962963,0,2.8888888,0,-2.8888888,5.7777777,-2.8888888,2.8888888,1,-2.0943952,1
70,122,9,0,0,3.6666667,4.033196,4.111111,3.7810435,19.88889,17.88889,25.11111,16.666668,-6,15.666667,-9.666667,26.444445,0.40249237,-1.5402138,1
54,138,9,0,0,0.22222221,0.29629624,0.38888893,0.4185185,0.25925925,0,0.6666667,0.11111111,-0.7777778,1.2222222,-0.44444445,0.6666667,0.33333334,-2.1814387,1
215,123,9,0,0,0.33333334,0.13333334,0.6666667,0.0444444,1.3703704,0,3.7777777,0.33333334,-4.111111,7.2222223,-3.1111112,3.7777777,1,-2.1698651,1
55,108,9,0,0,6.3888893,22.507414,3.388889,10.107411,8.666667,5.111111,14.111111,6.7777777,-10.666667,16.333334,-5.6666665,14.111111,0.7054819,-2.275553,1
37,120,9,0,0,0.83333325,0.3444444,1.0555556,0.46296284,1.925926,0.22222222,4.4444447,1.1111112,-5.111111,7.5555553,-2.4444444,4.4444447,0.962963,-2.298085,1
122,123,9,0,0,0.6111111,0.374074,0.49999997,0.21111104,1.1851852,0,3.3333333,0.22222222,-3.5555556,6.4444447,-2.8888888,3.3333333,1,-2.142674,1
32,95,9,0,0,1.2777776,1.0407408,2.2222223,3.096295,3.148148,0.7777778,7.4444447,1.2222222,-7.111111,12.888889,-5.7777777,7.4444447,0.9195971,-2.1519582,1
23,129,9,0,0,0.5,0.077777795,0.38888887,0.15185186,0.5185185,0,1.5555556,0,-1.5555556,3.1111112,-1.5555556,1.5555556,0.7777778,-2.0943952,1
75,113,9,0,0.11111111,2.944445,4.1226563,6.1666665,6.2245026,27.88889,17.11111,44.22222,22.333334,-32.333332,49,-16.666666,44.22222,0.62207055,-2.2966495,1
242,81,9,0,0,22.388887,189.44075,15.166667,110.8778,41.925926,33.11111,55.555557,37.11111,-26.444445,40.88889,-14.444445,55.555557,0.42017567,-2.2744606,1
121,120,9,0,0,0.9444445,0.250924,0.72222215,0.8798147,3.5185184,1.1111112,6.5555553,2.8888888,-7.2222223,9.111111,-1.8888888,6.5555553,0.8399471,-2.4337952,1
137,105,9,0,0.11111111,10.722224,16.507421,31.222223,650.42957,42.851852,35.77778,52.666668,40.11111,-21.222221,29.444445,-8.222222,52.666668,0.37578005,-2.380238,1
96,119,9,0,0,0.3333333,0.08888888,0.5555555,0.20740744,1.4444444,0,4.2222223,0.11111111,-4.3333335,8.333333,-4,4.2222223,1,-2.1137195,1
103,125,9,0,0,0.9444445,0.82775915,0.83333343,0.6912146,1.7777778,0.44444445,3.8888888,1,-4,6.3333335,-2.3333333,3.8888888,0.9238095,-2.2375617,1
228,91,9,0,0,0.72222227,0.1962963,1.1111112,0.38518512,2.6296296,0.44444445,6.2222223,1.2222222,-6.5555553,10.777778,-4.2222223,6.2222223,0.9398148,-2.2257352,1
14,71,9,0,0,13.055554,10.382501,21.888885,16.536379,31.851852,25.555555,40.22222,29.777779,-18.88889,25.11111,-6.2222223,40.22222,0.39567065,-2.4018247,1
58,128,9,0.11111111,0,2.9444447,1.75647,2.4444444,1.6821501,16.481482,10.111111,25.88889,13.444445,-19.11111,28.222221,-9.111111,25.88889,0.6133847,-2.3163002,1
20,70,9,0,0,11.499999,8.767999,7.944445,6.9166985,18.592592,13.666667,23.88889,18.222221,-14.777778,15.888889,-1.1111112,23.88889,0.47688422,-2.5891109,1
6,118,9,0,0,0.055555563,0.13608278,0.055555563,0.13608278,0.037037037,0,0.11111111,0,-0.11111111,0.22222222,-0.11111111,0.11111111,0.11111111,-2.0943952,1
207,97,9,0,0,0.88888884,0.65185195,0.7777777,0.4740743,2.6296296,0.5555556,5.888889,1.4444444,-6.2222223,9.777778,-3.5555556,5.888889,0.91534394,-2.2690227,1
231,124,9,0,0,3.4444447,14.962965,1.8333334,6.4333353,3,1.4444444,5.888889,1.6666666,-4.6666665,8.666667,-4,5.888889,0.895369,-2.118937,1
47,127,9,0,0,1.166667,0.9603239,1.0555559,0.49065298,17.592592,9,30.11111,13.666667,-25.777779,37.555557,-11.777778,30.11111,0.70147634,-2.326275,1
140,124,9,0,0,1,0.44444454,1.1111112,1.0518516,2.5185184,0.22222222,6.111111,1.2222222,-6.888889,10.777778,-3.8888888,6.111111,0.97376543,-2.267462,1
231,124,9,0,0,3.4444447,14.962965,1.8333334,6.4333353,3,1.4444444,5.888889,1.6666666,-4.6666665,8.666667,-4,5.888889,0.895369,-2.118937,1
106,136,9,0,0,0.3333333,0.17777778,0.38888887,0.1074074,0.7037037,0.11111111,1.8888888,0.11111111,-1.7777778,3.5555556,-1.7777778,1.8888888,0.962963,-2.0943952,1
100,115,9,0.11111111,0,0.77777785,0.16296305,0.7222223,0.32962963,2.7407408,0.33333334,6.2222223,1.6666666,-7.2222223,10.444445,-3.2222223,6.2222223,0.9543651,-2.3218653,1
228,123,9,0,0,0.16666667,0.077777766,0.4444444,0.20740741,0.7037037,0,2,0.11111111,-2.1111112,3.8888888,-1.7777778,2,1,-2.123254,1
226,72,9,0,0,1.2777778,0.81851846,1.3888888,1.4407405,4.5185184,1.5555556,9.444445,2.5555556,-8.888889,14.777778,-5.888889,9.444445,0.84168977,-2.2167206,1
126,141,9,0,0,1.3888887,1.3518527,0.88888884,0.8296295,3.2592592,0.44444445,7.6666665,1.6666666,-8.444445,13.222222,-4.7777777,7.6666665,0.95308644,-2.2571225,1
133,102,9,0,0.11111111,22.055555,374.5964,29.888887,488.02975,44.037037,37.444443,52.666668,42,-19.777779,25.88889,-6.111111,52.666668,0.3978916,-2.4168172,1
103,130,9,0,0,0.33333334,0,0.27777776,0.38968173,0.7777778,0,2.3333335,0,-2.3333333,4.6666665,-2.3333333,2.3333335,1,-2.0943952,1
196,93,9,0,0,1.7777777,2.562963,1.5,0.92222214,5,2,9.333334,3.6666667,-9,13,-4,9.333334,0.8086198,-2.3294232,1
76,106,9,0,0,1.8333334,3.5444427,2.2222223,3.718517,3.6666667,1,7.888889,2.1111112,-8,12.666667,-4.6666665,7.888889,0.9035714,-2.2555406,1
85,124,9,0,0,1.2222227,0.93491936,2.3888893,1.6788442,14.666667,7.5555553,24.11111,12.333333,-21.333334,28.333334,-7,24.11111,0.6911226,-2.3966818,1
233,97,9,0,0,0.38888887,0.19629626,0.5555555,0.20740739,2.1111112,0.11111111,5.5555553,0.6666667,-6,10.333333,-4.3333335,5.5555553,0.984127,-2.1913822,1
52,102,9,0,0,0.72222227,0.50740725,0.8333333,0.5666668,2.8888888,0.6666667,6.3333335,1.6666666,-6.6666665,10.333333,-3.6666667,6.3333335,0.89973545,-2.2617195,1
226,110,9,0,0,0.33333334,0.08888887,0.49999997,0.2111111,1.6666666,0.11111111,4.4444447,0.44444445,-4.6666665,8.333333,-3.6666667,4.4444447,0.9777778,-2.1559837,1
18,66,9,0,0,8.666665,9.089677,10.944443,5.289054,39.88889,32.333336,49.555557,37.77778,-22.666666,29,-6.3333335,49.555557,0.3501687,-2.43063,1
58,124,9,0.11111111,0,1.111111,1.140741,0.5555556,0.47407404,1.1481482,0.11111111,2.7777777,0.5555556,-3.1111112,4.888889,-1.7777778,2.7777777,0.984127,-2.1812904,1
132,91,9,0,0.11111111,18.944445,188.50739,33.444447,889.3629,42.814816,35.88889,52.666668,39.88889,-20.777779,29.555555,-8.777778,52.666668,0.39882392,-2.3460567,1
230,124,9,0,0,0.2777778,0.10740743,0.2777778,0.15185183,0.6666667,0,2,0,-2,4,-2,2,1,-2.0943952,1
150,144,9,0,0,0.55555564,0.074074075,0.6111111,0.15185197,2.5185184,0.11111111,6.5555553,0.8888889,-7.2222223,12.111111,-4.888889,6.5555553,0.9861111,-2.2121625,1
232,126,9,0,0.11111111,2.3888888,11.885187,1.2222223,6.2962966,1.5185186,0.44444445,3.5555556,0.5555556,-3.2222223,6.111111,-2.8888888,3.5555556,0.96581197,-2.1073034,1
73,117,9,0,0,1.5555553,0.96296364,0.6111111,0.7740742,1.3333334,0.22222222,3.5555556,0.22222222,-3.3333333,6.6666665,-3.3333333,3.5555556,0.96825397,-2.0943952,1
83,126,9,0,0,0.72222203,0.5340271,0.94444436,0.5741338,11.185185,5.2222223,20,8.333334,-17.88889,26.444445,-8.555555,20,0.73926485,-2.313534,1
254,73,9,0,0,6.6666665,7.865538,9.444445,12.33003,34.703705,20.555555,57.333332,26.222221,-42.444443,67.888885,-25.444445,57.333332,0.6511328,-2.2555614,1
6,81,9,0,0.11111111,4.111111,8.740745,5.722223,28.50741,12.481482,7.6666665,18.88889,10.888889,-14.444445,19.222221,-4.7777777,18.88889,0.6281558,-2.388561,1
124,113,9,0,0,0.38888887,0.38968176,0.2777778,0.3277307,0.962963,0,2.7777777,0.11111111,-2.8888888,5.4444447,-2.5555556,2.7777777,1,-2.123254,1
60,132,9,0,0,0.11111113,0.029629637,0.22222222,0.029629637,0.37037036,0,1.1111112,0,-1.1111112,2.2222223,-1.1111112,1.1111112,0.8888889,-2.0943952,1
78,99,9,0,0,1.611111,8.018518,3.0555553,14.7740755,4.148148,1.1111112,9,2.3333335,-9.111111,14.555555,-5.4444447,9,0.91089994,-2.2556732,1
23,113,9,0,0,0.611111,0.28518534,0.6666666,0.48888886,1.4074074,0.11111111,3.4444444,0.6666667,-3.8888888,6.111111,-2.2222223,3.4444444,0.9814815,-2.2375617,1
195,99,9,0,0,3.0555553,4.462964,2.7777777,4.651851,6.740741,3.4444444,11.555555,5.2222223,-9.888889,14.444445,-4.5555553,11.555555,0.71189785,-2.318885,1
131,125,9,0,0,0.6111111,0.3740741,0.49999997,0.30000004,1.3703704,0,3.8888888,0.22222222,-4.111111,7.5555553,-3.4444444,3.8888888,1,-2.1303394,1
38,116,9,0,0,0.9444445,0.24074072,1.2222222,1.0962965,2.8148148,0.5555556,5.6666665,2.2222223,-6.7777777,8.555555,-1.7777778,5.6666665,0.9126984,-2.4202576,1
