@relation 04clover5z-800-7-0-BI
@attribute dim1 real[-573.0,535.0]
@attribute dim2 real[-413.0,412.0]
@attribute class{0,1}
@inputs dim1, dim2
@outputs class
@data
346,352,1
232,296,1
-403,78,1
521,-208,1
-381,60,1
-464,-302,1
-123,-51,1
51,-201,1
-183,370,1
452,-128,1
261,236,1
-477,-175,1
-201,219,1
236,-71,1
-465,-153,1
-426,150,1
116,-387,1
288,-261,1
-307,-242,1
-24,320,1
388,275,1
240,224,1
497,-95,1
30,-260,1
-389,-9,1
377,259,1
-420,57,1
-309,-268,1
246,-303,1
402,-24,1
-168,85,1
513,-38,1
158,14,1
-505,-248,1
527,261,1
394,-91,1
523,76,1
-231,330,1
-90,125,1
12,388,1
-5,-242,1
251,-97,1
-402,214,1
392,316,1
-329,381,1
-50,-286,1
-533,-359,1
-183,94,1
-448,-407,1
-517,-336,1
-303,-354,1
-494,301,1
496,-247,1
-536,-123,1
-413,238,1
145,-223,1
-9,-183,1
421,116,1
379,372,1
