@relation 03subcl5-600-5-60-BI
@attribute dim1 real[-84.0,483.0]
@attribute dim2 real[-282.0,1479.0]
@attribute class{0,1}
@inputs dim1, dim2
@outputs class
@data
-73,-73,1
-59,-273,1
52,67,1
446,353,1
-47,770,1
213,-151,1
-3,1256,1
-36,-51,1
45,416,1
433,1380,1
-2,30,1
329,516,1
278,-122,1
237,1084,1
440,-221,1
204,1478,1
155,1322,1
39,352,1
338,-170,1
303,1231,1
204,776,1
32,1318,1
312,1085,1
475,-131,1
-10,162,1
94,-180,1
305,798,1
156,-232,1
424,225,1
5,602,1
454,220,1
433,-184,1
-63,356,1
338,443,1
190,708,1
443,1228,1
59,18,1
-40,1248,1
376,988,1
301,1353,1
6,0,1
143,-240,1
432,-183,1
245,1411,1
-81,419,1
-18,399,1
220,1009,1
204,1062,1
200,1071,1
333,-66,1
404,-179,1
360,1077,1
16,553,1
165,159,1
455,793,1
121,721,1
53,-14,1
439,704,1
402,648,1
243,166,1
13,552,1
-73,133,1
124,1341,1
414,18,1
65,-137,1
455,398,1
59,1065,1
5,-117,1
429,150,1
382,195,1
89,373,1
126,771,1
372,-51,1
33,1305,1
11,1345,1
236,741,1
25,125,1
476,1330,1
125,102,1
-46,772,1
388,770,1
140,-166,1
-28,445,1
455,272,1
77,863,1
-66,246,1
475,135,1
87,529,1
443,1197,1
467,1400,1
-82,-254,1
-32,1358,1
430,1025,1
293,1433,1
468,34,1
114,-202,1
22,1194,1
71,-178,1
-23,353,1
-80,-225,1
439,661,1
282,1010,1
9,-32,1
439,1351,1
387,534,1
-26,770,1
282,1020,1
275,415,1
146,745,1
43,0,1
64,88,1
4,-241,1
336,366,1
-47,549,1
432,578,1
365,378,1
456,408,1
-67,1226,1
61,1385,1
387,1352,1
328,1232,1
2,768,1
476,155,1
13,729,1
-28,-45,1
145,490,1
235,170,1
115,1392,1
441,326,1
343,1104,1
-35,224,1
105,1069,1
330,447,1
-29,271,1
-9,922,1
269,-227,1
357,40,1
51,81,1
408,1188,1
332,1078,1
464,396,1
9,580,1
402,1154,1
-6,722,1
50,27,1
335,-48,1
415,547,1
122,782,1
472,517,1
-49,69,1
479,1158,1
411,405,1
477,763,1
90,1305,1
215,1430,1
338,391,1
2,1057,1
410,1276,1
40,1415,1
-64,-168,1
-20,-270,1
-56,-119,1
53,-156,1
-44,1244,1
463,70,1
-65,336,1
-2,1110,1
283,122,1
425,848,1
403,1394,1
264,1069,1
22,428,1
39,959,1
295,110,1
238,1398,1
440,-132,1
90,-107,1
193,1371,1
327,1068,1
-52,1043,1
342,602,1
309,1352,1
471,1157,1
98,-172,1
-18,1387,1
76,450,1
422,-11,1
292,1366,1
221,1387,1
34,1263,1
-23,271,1
-42,675,1
163,-128,1
-79,361,1
38,543,1
-29,86,1
339,960,1
328,1279,1
438,1187,1
443,384,1
-19,823,1
-35,1467,1
480,1019,1
270,1404,1
352,914,1
42,341,1
305,1111,1
374,-19,1
346,1153,1
302,-225,1
454,-49,1
31,556,1
436,166,1
380,100,1
438,1454,1
