@relation paw02a-600-5-60-BI
@attribute dim1 real[-62.0,762.0]
@attribute dim2 real[66.0,990.0]
@attribute class{0,1}
@inputs dim1, dim2
@outputs class
@data
-55,632,1
752,214,1
460,481,1
1,959,1
660,903,1
415,934,1
691,194,1
313,836,1
490,175,1
400,816,1
-45,529,1
755,902,1
71,610,1
408,986,1
743,390,1
643,428,1
65,239,1
423,826,1
623,305,1
692,385,1
746,426,1
197,337,1
160,788,1
341,922,1
216,243,1
466,188,1
367,251,1
209,182,1
21,194,1
446,913,1
175,719,1
95,890,1
229,848,1
670,690,1
129,806,1
452,573,1
623,119,1
18,242,1
523,579,1
57,92,1
701,342,1
433,459,1
541,462,1
596,533,1
563,82,1
308,775,1
686,477,1
518,512,1
699,760,1
467,581,1
-7,299,1
222,709,1
603,602,1
696,696,1
558,460,1
397,172,1
232,613,1
588,206,1
-33,318,1
279,222,1
524,933,1
305,687,1
721,356,1
446,469,1
716,720,1
728,169,1
640,392,1
84,409,1
115,183,1
23,719,1
370,984,1
577,886,1
166,562,1
336,609,1
185,846,1
167,832,1
25,797,1
165,556,1
99,545,1
527,531,1
352,958,1
693,255,1
524,590,1
257,952,1
-62,990,1
677,818,1
540,304,1
438,476,1
131,618,1
242,808,1
729,715,1
511,143,1
11,527,1
544,966,1
-37,665,1
55,135,1
40,542,1
703,398,1
308,961,1
575,324,1
156,567,1
101,701,1
105,718,1
474,254,1
733,393,1
268,671,1
346,232,1
628,481,1
-24,181,1
82,687,1
261,841,1
728,513,1
520,927,1
375,876,1
365,216,1
194,959,1
-27,821,1
152,985,1
-27,67,1
390,973,1
585,467,1
661,821,1
71,242,1
321,882,1
637,457,1
561,979,1
666,220,1
57,896,1
345,917,1
707,896,1
686,140,1
250,711,1
576,398,1
390,192,1
644,711,1
62,447,1
268,753,1
694,485,1
648,79,1
623,404,1
420,100,1
251,843,1
740,911,1
352,956,1
724,941,1
-6,386,1
605,628,1
1,504,1
221,856,1
91,297,1
448,140,1
652,167,1
280,966,1
88,562,1
625,546,1
487,182,1
433,549,1
52,307,1
374,943,1
707,139,1
174,267,1
532,289,1
463,850,1
435,213,1
148,894,1
711,209,1
698,336,1
264,277,1
147,117,1
726,101,1
431,502,1
87,292,1
611,650,1
195,619,1
-46,176,1
-27,71,1
135,250,1
708,400,1
-9,619,1
370,135,1
55,873,1
5,187,1
125,433,1
689,938,1
55,230,1
537,485,1
463,150,1
405,783,1
699,98,1
356,990,1
286,908,1
117,399,1
551,125,1
500,860,1
356,621,1
106,906,1
513,783,1
750,145,1
43,300,1
197,120,1
287,92,1
676,333,1
67,530,1
719,330,1
689,118,1
306,874,1
-32,401,1
550,447,1
335,586,1
703,859,1
146,224,1
0,869,1
313,240,1
607,732,1
497,924,1
488,478,1
390,197,1
69,215,1
268,88,1
688,118,1
416,955,1
-58,434,1
32,424,1
484,847,1
357,772,1
351,776,1
544,180,1
647,120,1
582,779,1
83,505,1
300,298,1
721,630,1
137,207,1
385,896,1
698,584,1
220,195,1
644,554,1
78,504,1
-47,285,1
240,918,1
661,224,1
154,143,1
722,423,1
374,858,1
146,773,1
67,153,1
684,293,1
441,226,1
423,197,1
615,317,1
189,410,1
243,619,1
600,187,1
107,899,1
347,636,1
76,920,1
97,280,1
752,912,1
456,842,1
242,268,1
217,830,1
244,818,1
-7,620,1
624,618,1
264,127,1
18,448,1
720,357,1
336,837,1
172,667,1
-37,344,1
325,660,1
750,285,1
704,842,1
739,949,1
-60,81,1
360,236,1
11,927,1
359,182,1
366,196,1
685,752,1
255,352,1
485,966,1
740,233,1
226,108,1
91,840,1
164,121,1
25,400,1
-56,96,1
697,561,1
372,519,1
73,197,1
698,923,1
622,495,1
20,618,1
229,737,1
271,606,1
123,214,1
235,665,1
152,261,1
66,88,1
547,407,1
-8,503,1
687,518,1
476,550,1
591,413,1
723,429,1
439,812,1
-38,857,1
149,941,1
622,923,1
537,861,1
63,617,1
752,296,1
79,597,1
17,190,1
419,552,1
227,944,1
700,385,1
558,794,1
7,332,1
213,775,1
539,449,1
16,357,1
45,698,1
450,95,1
578,236,1
134,257,1
345,888,1
653,838,1
542,780,1
734,422,1
386,238,1
73,519,1
645,820,1
50,593,1
133,229,1
547,189,1
663,501,1
238,625,1
746,486,1
481,545,1
-12,251,1
756,822,1
657,427,1
753,615,1
190,899,1
296,670,1
372,964,1
359,257,1
551,420,1
63,769,1
656,884,1
118,956,1
325,208,1
-34,126,1
226,635,1
29,72,1
-21,152,1
137,132,1
-4,867,1
733,251,1
-35,391,1
322,793,1
55,796,1
472,279,1
677,659,1
646,946,1
92,439,1
116,717,1
488,272,1
405,947,1
700,145,1
191,158,1
340,934,1
485,831,1
535,775,1
395,888,1
-16,761,1
557,531,1
509,923,1
744,821,1
202,124,1
327,245,1
302,237,1
33,942,1
674,208,1
434,890,1
