@relation 04clover5z-600-5-70-BI
@attribute dim1 real[-571.0,533.0]
@attribute dim2 real[-413.0,413.0]
@attribute class{0,1}
@inputs dim1, dim2
@outputs class
@data
-301,92,1
-381,73,1
-417,266,1
-272,-159,1
-161,-105,1
88,251,1
-428,-82,1
423,-1,1
108,-272,1
449,53,1
70,-252,1
-317,403,1
439,107,1
355,-107,1
-331,-131,1
341,-104,1
327,54,1
-229,-357,1
89,275,1
-500,-331,1
-115,371,1
349,-177,1
146,-387,1
137,401,1
-310,-162,1
-63,355,1
356,390,1
483,-410,1
-555,11,1
-369,-338,1
457,10,1
-434,17,1
-417,336,1
247,-94,1
-230,136,1
504,391,1
-373,-123,1
-522,-258,1
353,-185,1
-507,-324,1
-173,-406,1
-537,348,1
238,-276,1
-416,348,1
452,273,1
-60,-329,1
87,121,1
245,111,1
-134,-119,1
229,-77,1
72,-226,1
-395,-114,1
144,-196,1
-340,-283,1
-547,198,1
-165,-358,1
-50,338,1
6,242,1
-158,374,1
-139,89,1
320,-388,1
374,-200,1
474,272,1
453,187,1
378,-286,1
86,403,1
-24,-270,1
62,-332,1
-424,-77,1
-87,52,1
-288,70,1
8,-122,1
478,351,1
-190,142,1
-175,209,1
297,-342,1
-254,-136,1
-224,-304,1
-538,229,1
-370,-215,1
411,304,1
350,193,1
281,385,1
-367,-276,1
-31,295,1
329,-299,1
57,-216,1
-378,198,1
-426,314,1
95,397,1
0,-362,1
-352,-35,1
-50,407,1
331,308,1
-141,131,1
118,404,1
83,-158,1
424,-53,1
149,23,1
502,9,1
-344,201,1
-149,-286,1
268,307,1
405,-231,1
492,-23,1
-403,-383,1
-501,-122,1
107,-320,1
-565,-371,1
-470,-212,1
-493,-354,1
385,384,1
-351,-385,1
297,-294,1
301,122,1
-264,328,1
136,297,1
479,94,1
275,-257,1
-126,-233,1
-326,56,1
482,351,1
-478,-158,1
-462,-9,1
465,136,1
342,186,1
275,45,1
410,-366,1
453,395,1
331,-147,1
-503,-21,1
-358,-47,1
-368,64,1
199,-316,1
475,-179,1
-402,72,1
-207,85,1
412,135,1
462,32,1
475,42,1
-357,-240,1
397,-323,1
-225,57,1
-166,-351,1
28,139,1
-423,-52,1
-476,-406,1
-168,-234,1
-54,-332,1
-341,203,1
407,347,1
349,354,1
-154,66,1
-424,-318,1
121,-341,1
525,408,1
244,103,1
486,222,1
178,28,1
221,-228,1
-181,154,1
302,254,1
-407,-25,1
-417,213,1
328,7,1
-537,117,1
-371,371,1
-426,-244,1
-46,344,1
-291,263,1
-332,348,1
517,-413,1
464,-225,1
-287,241,1
417,163,1
316,235,1
459,-258,1
-436,161,1
-393,-285,1
-217,258,1
470,-92,1
71,-391,1
159,273,1
-185,-317,1
455,33,1
-100,165,1
-401,-12,1
411,46,1
272,-116,1
254,305,1
290,-369,1
-220,-236,1
-486,-181,1
480,162,1
-285,-162,1
-238,-389,1
504,-375,1
-163,412,1
-144,-156,1
-174,-214,1
-165,-131,1
366,258,1
79,-230,1
271,147,1
-410,90,1
370,-387,1
-217,389,1
312,-9,1
-191,44,1
-123,-62,1
28,294,1
-460,245,1
223,-246,1
94,177,1
-124,-95,1
188,385,1
-2,404,1
