"X1","X2","X3","X4","X5","X6","X7","Y"
29,28,48,5,5,42,5,0
24,41,48,5,49,23,34,0
34,51,48,5,44,37,46,0
0,38,48,5,42,48,55,0
44,35,48,5,44,52,59,0
46,61,48,5,48,86,87,0
48,45,48,5,6,78,8,0
5,66,48,5,31,92,92,0
45,4,48,5,61,74,77,0
5,37,48,5,66,64,69,0
83,37,48,5,61,71,74,0
16,51,48,5,33,39,48,0
7,46,48,5,56,78,73,0
63,65,48,5,66,67,71,0
34,67,48,5,52,76,79,0
5,57,48,5,71,61,66,0
68,51,48,5,71,75,78,0
0,51,48,5,35,67,44,0
79,36,48,5,46,82,7,0
84,49,48,5,55,78,74,0
49,61,1,5,56,71,74,0
63,51,48,5,64,72,76,0
56,4,48,5,49,37,46,0
67,39,48,5,36,38,46,0
2,44,48,5,46,51,57,0
51,5,48,5,46,32,35,0
44,27,48,5,55,52,58,0
4,45,48,5,38,22,0,0
3,16,48,5,56,11,23,0
32,42,48,5,35,28,38,0
38,46,48,5,48,22,29,0
44,35,48,5,55,55,61,0
29,3,48,5,45,3,17,0
54,47,48,5,28,33,42,0
52,36,48,5,41,28,38,0
36,41,48,5,48,47,54,0
24,43,48,5,54,52,59,0
25,37,48,5,41,33,42,0
41,48,48,5,51,44,51,0
29,41,48,5,48,38,46,0
38,26,48,5,54,16,28,0
44,49,48,5,39,38,4,0
49,43,48,5,49,3,4,0
35,34,48,5,46,3,27,0
25,26,48,5,39,32,42,0
61,36,48,5,49,35,44,0
39,31,48,5,38,34,43,0
3,37,48,5,43,18,3,0
44,52,48,5,43,47,54,0
29,47,48,5,71,65,69,0
4,5,48,5,65,82,84,0
84,44,48,5,48,71,74,0
64,58,48,5,48,78,73,0
71,4,48,5,71,7,74,0
66,53,48,5,59,66,66,0
63,54,48,5,65,79,81,0
6,5,1,5,54,77,8,0
6,46,48,5,45,81,83,0
11,5,48,5,58,72,68,0
61,47,48,5,0,8,32,0
78,33,48,5,57,77,79,0
59,29,48,5,64,75,77,0
67,37,48,5,54,64,68,0
76,71,48,5,5,71,75,0
77,55,48,5,51,78,74,0
58,6,48,5,59,73,76,0
29,28,48,5,44,23,34,0
34,45,48,5,38,24,35,0
41,57,48,5,39,21,32,0
21,51,48,5,5,32,41,0
43,37,48,5,53,35,44,0
53,38,48,5,44,26,36,0
34,33,48,5,38,35,44,0
56,51,48,5,34,37,46,0
36,54,48,5,41,38,46,0
37,52,48,5,42,42,36,0
23,58,48,5,37,53,59,0
44,34,48,5,3,33,43,0
52,57,48,5,42,47,54,0
44,28,48,5,43,27,37,0
52,44,48,5,37,36,42,0
5,51,48,5,27,23,34,0
41,43,48,5,5,24,25,0
31,47,48,5,29,28,39,0
33,47,48,5,53,18,29,0
34,42,48,5,41,34,43,0
28,33,48,5,45,22,33,0
43,4,48,5,58,75,78,0
52,39,48,5,65,71,73,0
72,46,48,5,51,66,7,0
6,61,48,5,54,67,71,0
7,4,48,5,56,86,83,0
74,7,48,5,66,65,69,0
61,52,48,5,54,67,52,0
31,44,48,5,5,79,82,0
69,39,48,5,57,76,79,0
46,59,48,5,36,76,23,0
71,52,48,5,64,1,99,0
66,48,48,5,54,7,74,0
62,42,48,5,58,79,81,0
81,53,48,5,57,87,88,0
76,41,48,5,5,59,62,0
73,26,48,5,57,75,78,0
88,42,48,5,52,73,75,0
78,44,48,5,45,73,68,0
7,4,48,5,54,35,44,0
25,48,48,5,44,17,29,0
51,54,48,5,41,34,43,0
25,4,48,5,47,33,42,0
43,39,48,5,47,31,41,0
24,35,48,5,31,19,31,0
43,4,48,5,39,28,39,0
23,33,48,5,43,33,43,0
18,3,48,5,46,24,35,0
44,51,48,5,47,26,36,0
48,42,48,5,45,25,35,0
41,43,48,5,45,31,41,0
34,55,48,5,58,31,41,0
53,42,48,5,16,29,39,0
64,76,48,5,45,35,38,0
57,54,48,5,37,28,33,0
4,46,48,5,42,35,44,0
23,34,48,5,43,26,37,0
3,44,48,5,49,22,33,0
17,52,48,5,49,37,46,0
36,42,48,5,53,32,41,0
4,41,48,5,55,22,33,0
22,34,48,5,42,29,39,0
6,61,48,5,49,92,37,0
63,47,48,5,51,82,84,0
55,47,48,5,57,78,8,0
47,55,48,5,58,71,75,0
47,59,48,5,52,76,79,0
63,5,48,5,59,85,86,0
31,5,48,5,57,84,85,0
74,44,48,5,55,88,89,0
34,51,48,5,67,9,9,0
2,46,48,5,57,78,81,0
89,55,48,5,51,72,76,0
37,47,48,5,39,76,79,0
58,55,48,5,57,7,74,0
61,66,48,5,46,87,88,0
52,54,48,5,62,76,79,0
1,49,48,5,41,67,21,0
72,42,48,5,65,77,79,0
83,48,48,5,65,76,79,0
81,44,48,5,42,67,68,0
87,49,48,5,61,76,79,0
