"X1","X2","Y"
370,1411,1
313,947,1
-37,-121,1
198,1017,1
467,-226,1
-42,-60,1
207,1355,1
464,1083,1
73,895,1
260,187,1
305,77,1
315,866,1
30,1421,1
115,426,1
17,1196,1
169,-199,1
-13,511,1
93,29,1
296,411,1
391,1411,1
443,656,1
412,634,1
7,269,1
463,-206,1
378,178,1
479,-206,1
-83,687,1
472,1103,1
378,6,1
23,541,1
415,1216,1
155,487,1
221,1052,1
475,1278,1
9,-23,1
424,590,1
437,1366,1
424,1319,1
-39,660,1
311,1085,1
-7,1231,1
311,-13,1
149,426,1
336,930,1
100,1337,1
-76,1185,1
122,752,1
-63,391,1
392,1436,1
434,198,1
461,1401,1
452,-160,1
260,-144,1
400,48,1
56,812,1
-39,639,1
92,1248,1
-22,452,1
467,41,1
-13,778,1
63,652,1
453,1365,1
-39,225,1
38,991,1
52,843,1
396,784,1
5,169,1
423,1374,1
2,1345,1
80,417,1
45,167,1
-53,1405,1
-63,774,1
54,1159,1
254,-247,1
-17,-205,1
-81,142,1
28,1366,1
120,-166,1
-42,-29,1
410,-134,1
-10,120,1
140,1327,1
450,-27,1
16,1002,1
-32,719,1
355,765,1
279,1347,1
-64,614,1
482,849,1
102,464,1
432,103,1
119,1031,1
-48,923,1
402,614,1
430,949,1
355,1457,1
-36,-53,1
58,865,1
326,274,1
-51,929,1
263,466,1
-68,1298,1
78,-2,1
200,1391,1
77,1327,1
-52,507,1
410,-216,1
121,1030,1
234,1356,1
401,166,1
12,-146,1
408,523,1
21,1151,1
324,916,1
441,896,1
-4,835,1
6,425,1
-70,1324,1
-52,743,1
460,-273,1
331,888,1
394,616,1
348,604,1
351,1017,1
-14,1237,1
-51,1099,1
353,30,1
184,495,1
57,1394,1
238,147,1
1,677,1
425,1346,1
-5,1231,1
215,736,1
60,20,1
184,-249,1
49,844,1
317,366,1
438,1266,1
12,182,1
-37,1396,1
401,165,1
349,-3,1
-31,352,1
205,1315,1
54,797,1
13,757,1
-4,1168,1
69,258,1
-10,422,1
426,596,1
439,713,1
46,1461,1
434,829,1
391,370,1
39,318,1
384,375,1
376,716,1
91,-163,1
254,418,1
-47,-107,1
149,1394,1
94,572,1
388,220,1
284,-227,1
85,549,1
279,1457,1
49,253,1
176,1359,1
391,1433,1
457,-275,1
-75,623,1
19,-122,1
443,622,1
-13,637,1
-4,1319,1
336,398,1
90,891,1
467,1434,1
17,336,1
-58,48,1
390,203,1
-51,-93,1
120,-268,1
-66,1344,1
331,10,1
-4,1345,1
441,1183,1
178,-102,1
334,837,1
327,434,1
246,116,1
6,356,1
283,179,1
34,-5,1
-71,1024,1
124,-166,1
183,1322,1
128,1400,1
137,791,1
373,-230,1
401,171,1
