"X1","X2","Y"
0.923,0.65,0
0.917,0.586,0
0.92,0.586,0
0.921,0.586,0
0.921,0.586,0
0.919,0.586,0
0.917,0.585,0
0.915,0.584,0
0.913,0.584,0
0.912,0.584,0
0.911,0.584,0
0.91,0.583,0
0.908,0.583,0
0.906,0.582,0
0.904,0.581,0
0.902,0.581,0
0.904,0.711,0
1.744,0.541,0
1.75,0.542,0
1.753,0.867,0
1.751,0.867,0
1.745,0.551,0
1.721,0.571,0
1.707,0.583,0
0.96,0.842,0
1.677,0.835,0
0.975,0.827,0
1.642,0.819,0
1.627,0.811,0
0.948,0.802,0
0.923,0.714,0
1.459,0.725,0
1.462,0.722,0
1.462,0.723,0
1.46,0.722,0
1.459,0.721,0
1.458,0.721,0
1.457,0.72,0
1.456,0.719,0
1.454,0.719,0
0.921,0.718,0
0.92,0.718,0
0.914,0.717,0
0.912,0.716,0
0.913,0.714,0
1.436,0.711,0
1.417,0.702,0
1.407,0.697,0
1.359,0.678,0
1.341,0.67,0
1.325,0.663,0
1.284,0.649,0
1.264,0.641,0
1.247,0.633,0
1.225,0.625,0
1.205,0.617,0
1.149,0.595,0
1.132,0.589,0
1.115,0.582,0
1.098,0.575,0
1.078,0.568,0
1.064,0.562,0
0.992,0.54,0
0.91,0.495,0
0.907,0.495,0
1.418,0.498,0
1.38,0.502,0
1.37,0.505,0
1.36,0.509,0
1.347,0.513,0
1.338,0.519,0
1.325,0.525,0
1.31,0.532,0
1.295,0.54,0
1.279,0.548,0
1.297,0.556,0
1.284,0.564,0
1.27,0.574,0
1.257,0.582,0
1.374,0.591,0
1.364,0.601,0
1.341,0.619,0
1.329,0.628,0
1.31,0.647,0
1.292,0.666,0
1.511,0.676,0
1.495,0.685,0
1.476,0.698,0
1.434,0.715,0
1.419,0.724,0
0.94,0.727,0
0.917,0.73,0
1.257,0.788,0
1.264,0.811,0
1.273,0.807,0
1.415,0.812,0
1.275,0.817,0
1.273,0.82,0
1.4,0.828,0
1.389,0.802,0
1.223,0.806,0
1.362,0.814,0
1.19,0.827,0
1.172,0.837,0
1.156,0.85,0
1.122,0.875,0
1.106,0.9,0
1.086,0.899,0
0.925,0.799,0
1.713,0.796,0
1.713,0.795,0
1.711,0.795,0
1.705,0.795,0
1.699,0.793,0
1.689,0.789,0
1.586,0.497,0
1.571,0.507,0
1.556,0.736,0
1.555,0.726,0
2.453,0.709,0
2.437,0.577,0
2.421,0.571,0
2.404,0.58,0
2.386,0.598,0
2.371,0.604,0
2.352,0.616,0
2.334,0.629,0
2.315,0.642,0
2.296,0.648,0
2.277,0.641,0
2.258,0.634,0
2.221,0.621,0
1.985,0.606,0
1.965,0.601,0
1.944,0.591,0
1.924,0.585,0
1.098,0.565,0
1.054,0.552,0
1.032,0.545,0
0.991,0.534,0
0.95,0.518,0
0.932,0.514,0
0.913,0.505,0
1.259,0.5,0
1.245,0.507,0
1.236,0.511,0
1.225,0.516,0
1.199,0.528,0
1.185,0.536,0
1.17,0.543,0
1.154,0.551,0
1.138,0.564,0
1.121,0.573,0
1.084,0.592,0
1.049,0.715,0
1.031,0.634,0
1.027,0.638,0
0.998,0.668,0
0.962,0.669,0
0.93,0.691,0
0.914,0.706,0
1.463,0.783,0
1.461,0.78,0
1.466,0.777,0
1.462,0.772,0
1.456,0.771,0
1.448,0.768,0
1.437,0.763,0
1.425,0.757,0
1.411,0.751,0
1.395,0.745,0
1.379,0.738,0
1.362,0.732,0
1.345,0.725,0
1.328,0.717,0
1.309,0.71,0
1.291,0.703,0
1.273,0.696,0
1.257,0.689,0
1.235,0.682,0
1.216,0.675,0
1.196,0.668,0
1.177,0.661,0
1.159,0.654,0
1.14,0.647,0
1.085,0.626,0
1.046,0.612,0
1.027,0.604,0
1.009,0.597,0
0.99,0.59,0
0.971,0.583,0
5,0.506,0
5,0.575,0
0.939,0.565,0
5,0.569,0
5,0.569,0
5,0.569,0
5,0.566,0
5,0.573,0
5,0.573,0
3.163,0.587,0
3.164,0.589,0
3.151,0.604,0
3.142,0.613,0
3.131,0.627,0
3.104,0.715,0
3.088,0.708,0
3.072,0.7,0
3.055,0.692,0
3.019,0.675,0
3,0.667,0
2.964,0.649,0
2.945,0.641,0
2.928,0.632,0
2.786,0.611,0
2.776,0.605,0
2.765,0.598,0
2.769,0.599,0
2.766,0.6,0
2.764,0.6,0
2.763,0.599,0
2.761,0.598,0
2.758,0.597,0
2.753,0.595,0
2.745,0.592,0
2.734,0.578,0
2.722,0.583,0
2.708,0.574,0
2.693,0.551,0
2.678,0.551,0
2.661,0.558,0
2.644,0.55,0
2.626,0.546,0
2.608,0.536,0
2.589,0.528,0
2.57,0.521,0
2.55,0.513,0
2.531,0.505,0
2.511,0.498,0
2.199,0.504,0
1.605,0.621,0
1.395,0.622,0
1.369,0.639,0
1.36,0.72,0
1.408,0.751,0
1.327,0.889,0
1.317,0.9,0
1.061,0.785,0
1.045,0.786,0
1.033,0.784,0
1.02,0.755,0
1.008,0.758,0
1.001,0.762,0
0.988,0.762,0
0.959,0.769,0
0.921,0.773,0
0.902,0.776,0
1.38,0.758,0
1.384,0.738,0
1.384,0.734,0
1.38,0.735,0
1.379,0.741,0
1.378,0.737,0
1.37,0.735,0
1.365,0.733,0
1.35,0.729,0
1.34,0.723,0
1.326,0.722,0
1.306,0.719,0
1.275,0.714,0
1.238,0.707,0
1.22,0.697,0
1.202,0.704,0
1.183,0.692,0
1.163,0.698,0
1.144,0.673,0
1.104,0.664,0
1.084,0.648,0
0.927,0.649,0
0.922,0.583,0
0.923,0.579,0
0.923,0.58,0
0.923,0.58,0
0.921,0.579,0
0.918,0.578,0
0.914,0.577,0
0.945,0.513,0
0.944,0.777,0
1.738,0.774,0
1.738,0.772,0
1.737,0.774,0
1.735,0.774,0
1.735,0.774,0
1.733,0.773,0
1.731,0.769,0
1.726,0.767,0
1.719,0.764,0
1.709,0.76,0
1.696,0.757,0
1.682,0.751,0
0.94,0.746,0
0.926,0.74,0
0.908,0.732,0
1.558,0.704,0
0.902,0.684,0
1.477,0.672,0
1.476,0.672,0
1.476,0.674,0
1.474,0.67,0
1.468,0.668,0
1.465,0.667,0
1.463,0.672,0
1.462,0.671,0
1.46,0.67,0
1.458,0.665,0
1.457,0.664,0
1.455,0.664,0
1.453,0.663,0
1.452,0.666,0
1.449,0.659,0
1.432,0.653,0
1.415,0.644,0
1.408,0.641,0
1.391,0.635,0
1.366,0.627,0
1.352,0.623,0
1.336,0.619,0
1.322,0.614,0
1.305,0.61,0
1.288,0.605,0
1.27,0.601,0
1.252,0.597,0
1.234,0.593,0
1.182,0.579,0
1.164,0.575,0
1.146,0.571,0
1.128,0.566,0
1.097,0.558,0
1.08,0.554,0
1.066,0.55,0
1.048,0.543,0
1.03,0.539,0
1.009,0.536,0
0.954,0.528,0
0.935,0.525,0
0.919,0.523,0
1.393,0.496,0
1.385,0.497,0
1.377,0.498,0
1.363,0.502,0
1.353,0.505,0
1.342,0.509,0
1.318,0.518,0
1.305,0.523,0
1.293,0.529,0
1.28,0.534,0
1.267,0.54,0
1.252,0.546,0
1.233,0.552,0
1.217,0.558,0
1.199,0.564,0
1.179,0.57,0
1.16,0.576,0
1.141,0.583,0
1.122,0.589,0
1.101,0.595,0
1.085,0.601,0
1.065,0.607,0
1.045,0.613,0
1.008,0.625,0
0.989,0.63,0
0.952,0.631,0
0.934,0.634,0
1.461,0.646,0
1.461,0.646,0
1.036,0.644,0
1.035,0.644,0
1.034,0.645,0
1.032,0.646,0
1.031,0.648,0
1.023,0.651,0
1.018,0.656,0
1.012,0.661,0
1.002,0.667,0
0.998,0.674,0
0.989,0.685,0
0.981,0.693,0
1.011,0.733,0
1.015,0.732,0
1.014,0.731,0
1.023,0.732,0
1.015,0.732,0
1.009,0.733,0
1.005,0.734,0
1.002,0.736,0
0.99,0.736,0
0.976,0.736,0
0.964,0.738,0
0.951,0.739,0
0.943,0.742,0
0.948,0.741,0
1.826,0.778,0
0.921,0.74,0
0.914,0.74,0
0.906,0.734,0
0.905,0.727,0
2.652,0.687,0
2.638,0.683,0
2.626,0.68,0
2.603,0.672,0
2.575,0.664,0
2.555,0.659,0
2.541,0.655,0
2.52,0.552,0
1.493,0.647,0
1.476,0.533,0
1.455,0.571,0
1.433,0.634,0
2.427,0.63,0
1.403,0.626,0
1.96,0.621,0
1.364,0.617,0
1.324,0.609,0
1.306,0.604,0
1.287,0.6,0
1.272,0.595,0
1.253,0.59,0
1.235,0.586,0
1.216,0.581,0
1.197,0.576,0
1.182,0.572,0
1.161,0.564,0
1.144,0.561,0
1.126,0.558,0
1.09,0.549,0
1.054,0.54,0
1.04,0.536,0
1.897,0.501,0
1.9,0.501,0
1.9,0.501,0
1.898,0.501,0
1.895,0.5,0
1.889,0.499,0
1.879,0.498,0
1.868,0.495,0
1.306,0.496,0
1.296,0.499,0
1.287,0.501,0
1.278,0.504,0
1.267,0.507,0
1.241,0.516,0
1.21,0.527,0
1.194,0.533,0
1.178,0.539,0
1.161,0.546,0
1.143,0.553,0
1.125,0.561,0
1.049,0.595,0
1.033,0.599,0
1.014,0.61,0
0.976,0.627,0
0.957,0.636,0
0.936,0.646,0
0.917,0.655,0
1.557,0.747,0
1.522,0.739,0
1.515,0.735,0
1.502,0.731,0
1.493,0.727,0
1.483,0.723,0
1.471,0.719,0
1.457,0.714,0
1.426,0.711,0
1.413,0.705,0
1.396,0.699,0
1.378,0.689,0
1.36,0.683,0
1.338,0.677,0
1.301,0.658,0
1.265,0.65,0
1.245,0.648,0
1.225,0.642,0
1.206,0.633,0
1.167,0.618,0
1.147,0.611,0
1.128,0.605,0
1.087,0.592,0
1.05,0.58,0
1.031,0.574,0
1.013,0.567,0
0.995,0.561,0
3.285,0.838,0
3.287,0.832,0
3.286,0.835,0
3.28,0.83,0
3.27,0.828,0
3.26,0.511,0
3.251,0.821,0
3.241,0.813,0
3.226,0.81,0
3.207,0.801,0
3.191,0.797,0
3.156,0.78,0
3.061,0.746,0
3.037,0.738,0
3.017,0.731,0
2.997,0.72,0
0.908,0.716,0
2.916,0.694,0
2.897,0.701,0
2.878,0.691,0
2.86,0.687,0
2.81,0.662,0
2.794,0.658,0
2.777,0.655,0
2.761,0.653,0
2.744,0.647,0
2.727,0.653,0
2.709,0.634,0
2.692,0.628,0
2.674,0.621,0
2.639,0.627,0
2.621,0.603,0
2.604,0.6,0
2.586,0.59,0
2.567,0.583,0
2.549,0.577,0
2.531,0.574,0
2.512,0.564,0
2.474,0.551,0
2.437,0.542,0
2.418,0.532,0
2.399,0.534,0
2.381,0.525,0
2.362,0.513,0
2.343,0.507,0
2.324,0.501,0
2.306,0.496,0
2.164,0.524,0
1.907,0.556,0
2.12,0.512,0
1.823,0.588,0
2.041,0.602,0
2.027,0.628,0
2.003,0.607,0
1.995,0.613,0
1.98,0.546,0
1.967,0.523,0
1.954,0.522,0
1.941,0.529,0
1.427,0.72,0
1.426,0.718,0
1.423,0.72,0
1.421,0.721,0
1.417,0.725,0
1.419,0.723,0
1.421,0.727,0
1.417,0.725,0
1.417,0.728,0
1.504,0.726,0
1.415,0.727,0
1.413,0.727,0
1.411,0.727,0
1.416,0.729,0
1.412,0.73,0
1.411,0.731,0
1.416,0.731,0
1.412,0.732,0
1.411,0.729,0
1.414,0.73,0
1.406,0.731,0
1.407,0.733,0
1.403,0.737,0
1.39,0.744,0
1.38,0.75,0
1.371,0.756,0
1.36,0.769,0
1.224,0.837,0
1.224,0.798,0
1.225,0.793,0
1.225,0.79,0
1.224,0.79,0
1.221,0.789,0
1.215,0.787,0
1.206,0.784,0
1.183,0.774,0
1.169,0.768,0
1.153,0.762,0
1.136,0.755,0
1.118,0.748,0
1.1,0.741,0
1.081,0.734,0
1.063,0.727,0
1.044,0.719,0
1.025,0.712,0
1.006,0.705,0
0.986,0.697,0
0.967,0.689,0
0.947,0.681,0
0.928,0.674,0
1.699,0.574,0
0.975,0.776,0
0.968,0.776,0
1.698,0.775,0
1.7,0.774,0
1.694,0.771,0
1.69,0.769,0
1.683,0.766,0
0.948,0.766,0
0.948,0.762,0
0.931,0.756,0
0.913,0.752,0
1.615,0.745,0
1.598,0.735,0
1.58,0.729,0
1.561,0.726,0
1.544,0.715,0
1.484,0.697,0
1.468,0.686,0
1.444,0.682,0
1.395,0.659,0
1.344,0.641,0
1.335,0.639,0
1.331,0.64,0
1.328,0.636,0
1.327,0.658,0
1.324,0.636,0
1.321,0.635,0
1.316,0.633,0
1.314,0.632,0
1.316,0.632,0
1.313,0.637,0
1.311,0.634,0
1.311,0.633,0
1.306,0.65,0
1.303,0.632,0
1.3,0.628,0
1.298,0.627,0
1.296,0.626,0
1.291,0.624,0
1.286,0.623,0
1.287,0.622,0
1.278,0.623,0
1.275,0.625,0
1.266,0.633,0
1.191,0.591,0
1.158,0.582,0
1.144,0.578,0
1.134,0.575,0
1.121,0.568,0
1.108,0.564,0
1.096,0.559,0
1.04,0.534,0
0.98,0.504,0
0.983,0.504,0
0.972,0.503,0
0.971,0.502,0
0.97,0.501,0
0.969,0.501,0
0.964,0.501,0
0.961,0.5,0
0.951,0.499,0
0.943,0.498,0
1.389,0.497,0
1.304,0.502,0
1.299,0.504,0
1.358,0.508,0
1.349,0.512,0
1.339,0.516,0
1.329,0.521,0
1.306,0.533,0
1.295,0.539,0
1.266,0.552,0
1.248,0.559,0
1.164,0.58,0
1.123,0.594,0
1.103,0.601,0
1.081,0.608,0
1.061,0.616,0
1.005,0.637,0
0.985,0.645,0
0.947,0.659,0
0.928,0.664,0
0.91,0.668,0
1.091,0.693,0
1.088,0.694,0
1.442,0.697,0
1.44,0.695,0
1.445,0.695,0
1.439,0.698,0
1.437,0.699,0
1.436,0.699,0
1.435,0.699,0
1.427,0.701,0
1.422,0.703,0
1.056,0.706,0
1.047,0.709,0
1.041,0.714,0
1.031,0.72,0
1.026,0.726,0
1.018,0.733,0
1.01,0.74,0
0.995,0.768,0
0.994,0.766,0
0.996,0.766,0
0.995,0.766,0
0.985,0.765,0
0.978,0.764,0
0.968,0.763,0
0.956,0.766,0
0.942,0.765,0
0.928,0.768,0
0.913,0.768,0
0.923,0.743,0
0.915,0.743,0
0.909,0.74,0
0.902,0.74,0
2.659,0.692,0
2.647,0.688,0
2.636,0.684,0
2.625,0.68,0
2.608,0.674,0
2.579,0.662,0
2.562,0.658,0
2.552,0.655,0
1.48,0.644,0
1.465,0.511,0
1.429,0.633,0
1.414,0.626,0
1.378,0.584,0
1.359,0.613,0
1.344,0.614,0
1.325,0.611,0
2.287,0.603,0
2.224,0.591,0
2.204,0.585,0
2.164,0.579,0
2.145,0.578,0
2.126,0.575,0
2.108,0.572,0
2.089,0.569,0
2.07,0.566,0
2.051,0.563,0
2.032,0.559,0
1.995,0.553,0
1.92,0.538,0
1.902,0.534,0
1.884,0.53,0
1.56,0.496,0
1.55,0.497,0
1.54,0.499,0
1.518,0.504,0
1.505,0.507,0
1.491,0.511,0
1.476,0.515,0
1.46,0.52,0
1.443,0.524,0
1.426,0.53,0
1.408,0.535,0
1.39,0.541,0
1.372,0.546,0
1.336,0.558,0
1.318,0.564,0
1.3,0.57,0
1.282,0.576,0
1.245,0.589,0
1.225,0.595,0
1.206,0.601,0
1.186,0.608,0
1.147,0.621,0
1.131,0.627,0
1.111,0.633,0
1.091,0.64,0
1.072,0.646,0
1.011,0.663,0
0.952,0.686,0
0.933,0.693,0
0.914,0.7,0
1.543,0.753,0
1.544,0.749,0
1.544,0.743,0
1.543,0.745,0
1.54,0.741,0
1.539,0.741,0
1.538,0.74,0
1.534,0.739,0
1.527,0.737,0
1.506,0.729,0
1.492,0.724,0
1.478,0.718,0
1.463,0.712,0
1.446,0.709,0
1.397,0.692,0
1.375,0.686,0
1.356,0.676,0
1.337,0.67,0
1.322,0.667,0
1.3,0.657,0
1.281,0.651,0
1.246,0.638,0
1.206,0.625,0
1.164,0.611,0
1.144,0.604,0
1.124,0.598,0
1.108,0.59,0
1.066,0.58,0
1.01,0.561,0
3.284,0.858,0
3.285,0.855,0
3.285,0.851,0
3.288,0.851,0
3.291,0.851,0
3.278,0.848,0
3.256,0.843,0
3.244,0.835,0
3.23,0.832,0
3.215,0.822,0
3.202,0.817,0
3.187,0.593,0
3.163,0.8,0
3.144,0.792,0
1.022,0.777,0
3.09,0.769,0
3.067,0.765,0
0.949,0.74,0
0.91,0.728,0
2.954,0.718,0
