"X1","X2","Y"
1.745,0.394,1
2.243,0.392,1
2.222,0.386,1
2.218,0.387,1
2.212,0.388,1
2.205,0.387,1
2.177,0.38,1
2.165,0.376,1
2.156,0.379,1
2.147,0.428,1
2.105,0.426,1
2.094,0.388,1
2.083,0.39,1
2.072,0.427,1
2.062,0.401,1
1.074,0.493,1
1.07,0.49,1
1.473,0.485,1
1.472,0.486,1
1.072,0.486,1
1.471,0.486,1
1.471,0.486,1
1.471,0.486,1
1.47,0.486,1
1.47,0.485,1
1.468,0.486,1
1.466,0.486,1
1.462,0.486,1
1.458,0.486,1
1.452,0.487,1
1.445,0.488,1
1.437,0.488,1
1.417,0.491,1
1.412,0.493,1
1.404,0.494,1
1.82,0.349,1
1.817,0.342,1
1.819,0.34,1
1.819,0.34,1
1.818,0.341,1
1.818,0.341,1
1.818,0.341,1
1.818,0.341,1
1.817,0.341,1
1.817,0.34,1
1.813,0.34,1
1.809,0.341,1
0.95,0.341,1
0.941,0.345,1
0.928,0.356,1
2.739,0.355,1
2.726,0.355,1
2.711,0.361,1
2.696,0.367,1
2.68,0.394,1
2.591,0.478,1
1.84,0.49,1
1.825,0.487,1
1.809,0.484,1
1.793,0.481,1
1.494,0.459,1
1.491,0.458,1
1.488,0.457,1
1.493,0.456,1
1.489,0.456,1
1.71,0.456,1
1.495,0.456,1
1.492,0.456,1
1.492,0.456,1
1.495,0.456,1
1.709,0.456,1
1.709,0.456,1
1.494,0.456,1
1.708,0.456,1
1.707,0.456,1
1.707,0.456,1
1.707,0.456,1
1.707,0.456,1
1.705,0.456,1
1.69,0.453,1
1.683,0.452,1
1.674,0.452,1
1.665,0.451,1
1.655,0.451,1
1.645,0.45,1
1.636,0.449,1
1.626,0.449,1
1.606,0.45,1
1.596,0.45,1
1.575,0.452,1
1.565,0.452,1
1.556,0.453,1
1.547,0.454,1
1.537,0.454,1
1.329,0.455,1
1.317,0.457,1
1.312,0.458,1
1.304,0.459,1
1.296,0.461,1
1.29,0.462,1
1.282,0.464,1
1.273,0.466,1
1.447,0.468,1
1.435,0.47,1
1.424,0.472,1
1.413,0.474,1
1.406,0.476,1
1.397,0.478,1
1.387,0.479,1
1.375,0.481,1
1.366,0.483,1
1.356,0.485,1
1.346,0.487,1
1.336,0.489,1
1.316,0.494,1
0.951,0.452,1
0.901,0.452,1
3.283,0.469,1
3.281,0.478,1
1.931,0.484,1
2.249,0.484,1
2.231,0.481,1
2.213,0.48,1
2.195,0.486,1
2.18,0.485,1
2.11,0.491,1
2.084,0.483,1
1.836,0.49,1
1.814,0.488,1
0.906,0.494,1
1.11,0.474,1
1.109,0.473,1
1.104,0.472,1
1.102,0.472,1
1.105,0.472,1
1.105,0.472,1
1.101,0.472,1
1.103,0.472,1
1.102,0.472,1
1.105,0.472,1
1.098,0.473,1
1.5,0.473,1
1.493,0.474,1
1.486,0.475,1
1.479,0.476,1
1.46,0.48,1
1.456,0.481,1
1.447,0.483,1
1.436,0.484,1
1.427,0.486,1
1.419,0.488,1
1.412,0.49,1
1.406,0.492,1
1.397,0.494,1
1.556,0.386,1
1.807,0.364,1
0.944,0.35,1
1.795,0.35,1
0.935,0.35,1
0.942,0.35,1
1.794,0.35,1
0.938,0.35,1
0.937,0.35,1
0.943,0.35,1
0.939,0.35,1
0.933,0.35,1
0.936,0.35,1
0.935,0.35,1
0.935,0.35,1
0.935,0.35,1
0.931,0.35,1
0.935,0.35,1
0.933,0.353,1
1.717,0.376,1
1.704,0.371,1
2.695,0.372,1
2.682,0.377,1
2.616,0.46,1
2.598,0.461,1
2.586,0.469,1
1.542,0.492,1
1.542,0.491,1
1.545,0.49,1
1.754,0.489,1
1.754,0.489,1
1.753,0.489,1
1.753,0.489,1
1.754,0.489,1
1.753,0.489,1
1.752,0.488,1
1.749,0.488,1
1.745,0.487,1
1.715,0.484,1
1.706,0.483,1
1.697,0.482,1
1.69,0.481,1
1.684,0.48,1
1.677,0.48,1
1.663,0.48,1
1.449,0.481,1
1.435,0.482,1
1.428,0.483,1
1.417,0.485,1
1.415,0.486,1
1.417,0.488,1
1.581,0.492,1
1.571,0.494,1
3.287,0.474,1
3.284,0.481,1
1.923,0.492,1
1.9,0.487,1
1.887,0.483,1
2.193,0.478,1
2.176,0.479,1
2.143,0.486,1
2.098,0.492,1
2.084,0.479,1
2.071,0.483,1
1.447,0.482,1
1.101,0.481,1
1.101,0.48,1
1.1,0.479,1
1.1,0.479,1
1.096,0.48,1
1.098,0.48,1
1.095,0.479,1
1.092,0.48,1
1.086,0.48,1
1.077,0.48,1
1.473,0.481,1
1.464,0.482,1
1.446,0.484,1
1.438,0.484,1
1.428,0.485,1
1.421,0.486,1
1.414,0.487,1
1.41,0.488,1
1.403,0.49,1
1.395,0.491,1
1.387,0.493,1
1.379,0.494,1
1.772,0.372,1
1.673,0.382,1
2.672,0.392,1
2.075,0.404,1
1.671,0.398,1
2.075,0.402,1
2.666,0.428,1
2.389,0.481,1
1.79,0.494,1
1.773,0.491,1
1.512,0.472,1
1.514,0.47,1
1.726,0.468,1
1.725,0.468,1
1.724,0.469,1
1.724,0.469,1
1.724,0.469,1
1.724,0.469,1
1.724,0.469,1
1.723,0.469,1
1.723,0.469,1
1.723,0.468,1
1.723,0.468,1
1.723,0.469,1
1.723,0.468,1
1.722,0.468,1
1.72,0.468,1
1.711,0.467,1
1.704,0.466,1
1.696,0.466,1
1.68,0.464,1
1.672,0.463,1
1.663,0.463,1
1.655,0.462,1
1.639,0.461,1
1.415,0.462,1
1.413,0.462,1
1.603,0.463,1
1.593,0.464,1
1.38,0.465,1
1.371,0.466,1
1.363,0.467,1
1.355,0.469,1
1.34,0.472,1
1.332,0.474,1
1.515,0.476,1
1.505,0.478,1
1.494,0.479,1
1.484,0.481,1
1.473,0.482,1
1.464,0.484,1
1.454,0.486,1
1.434,0.49,1
1.424,0.492,1
5,0.427,1
3.332,0.433,1
3.333,0.437,1
3.334,0.453,1
2.451,0.486,1
2.372,0.458,1
2.354,0.452,1
2.337,0.448,1
2.32,0.444,1
2.304,0.441,1
2.288,0.439,1
2.258,0.439,1
2.248,0.445,1
2.233,0.45,1
2.222,0.449,1
2.214,0.459,1
2.205,0.466,1
2.195,0.445,1
2.184,0.441,1
2.179,0.437,1
2.181,0.436,1
2.179,0.436,1
2.179,0.436,1
2.177,0.436,1
2.174,0.436,1
2.169,0.436,1
2.163,0.436,1
2.138,0.442,1
2.129,0.487,1
2.119,0.486,1
2.074,0.457,1
2.062,0.458,1
2.049,0.462,1
2.035,0.473,1
2.021,0.492,1
2.008,0.481,1
1.482,0.469,1
1.132,0.466,1
1.132,0.464,1
1.117,0.463,1
1.12,0.464,1
1.132,0.464,1
1.125,0.464,1
1.12,0.465,1
1.109,0.466,1
1.103,0.466,1
1.104,0.468,1
1.504,0.469,1
1.485,0.472,1
1.476,0.473,1
1.451,0.478,1
1.443,0.479,1
1.435,0.481,1
1.427,0.483,1
1.412,0.487,1
1.404,0.489,1
1.399,0.492,1
1.799,0.368,1
0.949,0.366,1
1.726,0.384,1
1.708,0.386,1
1.693,0.389,1
2.678,0.396,1
2.089,0.438,1
2.642,0.444,1
2.551,0.471,1
2.537,0.48,1
1.525,0.485,1
1.525,0.485,1
1.528,0.485,1
1.524,0.485,1
1.527,0.485,1
1.523,0.485,1
1.522,0.485,1
1.525,0.485,1
1.522,0.485,1
1.522,0.484,1
1.524,0.484,1
1.527,0.484,1
1.523,0.484,1
1.525,0.484,1
1.522,0.484,1
1.525,0.484,1
1.527,0.483,1
1.527,0.483,1
1.523,0.483,1
1.735,0.483,1
1.735,0.483,1
1.734,0.483,1
1.525,0.483,1
1.731,0.483,1
1.731,0.483,1
1.731,0.482,1
1.731,0.482,1
1.731,0.482,1
1.726,0.482,1
1.722,0.482,1
1.716,0.481,1
1.707,0.48,1
1.678,0.477,1
1.668,0.477,1
1.658,0.476,1
1.65,0.475,1
1.637,0.475,1
1.425,0.475,1
1.617,0.475,1
1.403,0.476,1
1.392,0.478,1
1.376,0.479,1
1.363,0.483,1
1.355,0.484,1
1.522,0.488,1
1.511,0.49,1
1.501,0.492,1
1.491,0.494,1
3.301,0.47,1
3.302,0.479,1
1.344,0.496,0
1.33,0.498,0
1.31,0.501,0
1.285,0.507,0
1.271,0.511,0
1.256,0.515,0
1.239,0.52,0
1.223,0.525,0
1.188,0.535,0
1.17,0.541,0
1.152,0.548,0
1.133,0.554,0
1.114,0.56,0
1.094,0.567,0
1.075,0.573,0
1.056,0.58,0
1.037,0.586,0
1.019,0.593,0
1.001,0.599,0
0.983,0.606,0
0.948,0.619,0
0.931,0.625,0
0.914,0.632,0
1.593,0.765,0
1.591,0.763,0
1.59,0.763,0
1.588,0.763,0
1.576,0.759,0
1.555,0.751,0
0.932,0.745,0
1.525,0.739,0
1.494,0.727,0
1.473,0.721,0
1.454,0.715,0
1.438,0.707,0
1.419,0.7,0
1.399,0.694,0
1.379,0.69,0
1.338,0.673,0
1.317,0.666,0
1.233,0.638,0
1.193,0.623,0
1.174,0.613,0
1.156,0.607,0
1.138,0.6,0
1.121,0.594,0
1.105,0.588,0
1.089,0.582,0
1.026,0.562,0
1.009,0.555,0
0.989,0.549,0
1.421,0.497,0
1.404,0.507,0
1.393,0.511,0
1.381,0.515,0
1.368,0.52,0
1.353,0.526,0
1.293,0.538,0
1.273,0.545,0
1.269,0.559,0
1.22,0.566,0
1.202,0.574,0
1.128,0.604,0
1.106,0.612,0
1.09,0.619,0
1.049,0.635,0
1.03,0.642,0
1.012,0.65,0
0.994,0.657,0
0.975,0.664,0
0.957,0.672,0
0.942,0.679,0
1.173,0.686,0
1.16,0.695,0
1.148,0.702,0
1.139,0.707,0
1.128,0.702,0
1.126,0.704,0
1.473,0.71,0
1.434,0.719,0
1.412,0.726,0
1.063,0.733,0
1.05,0.741,0
1.03,0.756,0
1.021,0.763,0
1.011,0.771,0
0.983,0.78,0
0.984,0.78,0
0.983,0.78,0
0.983,0.78,0
0.981,0.78,0
0.98,0.78,0
0.979,0.779,0
0.978,0.779,0
0.977,0.779,0
0.974,0.778,0
0.972,0.777,0
0.968,0.777,0
0.961,0.776,0
0.937,0.773,0
0.924,0.775,0
0.91,0.774,0
1.824,0.835,0
0.919,0.747,0
0.912,0.746,0
0.905,0.742,0
2.66,0.697,0
2.644,0.69,0
2.634,0.687,0
2.622,0.683,0
2.595,0.676,0
1.567,0.672,0
1.557,0.668,0
2.528,0.66,0
1.499,0.655,0
1.478,0.651,0
1.441,0.538,0
1.422,0.64,0
1.388,0.632,0
1.35,0.624,0
1.331,0.62,0
1.309,0.616,0
1.294,0.612,0
1.275,0.608,0
2.249,0.604,0
2.23,0.599,0
2.21,0.595,0
2.191,0.589,0
2.171,0.585,0
2.151,0.583,0
2.131,0.58,0
2.111,0.576,0
2.092,0.572,0
2.072,0.568,0
2.034,0.561,0
2.014,0.557,0
1.994,0.553,0
1.955,0.545,0
1.935,0.541,0
1.897,0.533,0
1.878,0.53,0
1.859,0.526,0
1.84,0.522,0
1.392,0.496,0
1.382,0.498,0
1.361,0.501,0
1.349,0.503,0
1.336,0.506,0
1.322,0.509,0
1.308,0.513,0
1.292,0.516,0
1.275,0.521,0
1.259,0.526,0
1.241,0.531,0
1.223,0.536,0
1.205,0.541,0
1.15,0.559,0
1.131,0.565,0
1.113,0.571,0
1.094,0.578,0
1.075,0.584,0
1.056,0.591,0
1.037,0.597,0
1.018,0.604,0
0.998,0.608,0
0.979,0.615,0
0.959,0.623,0
0.94,0.631,0
0.923,0.638,0
0.904,0.645,0
1.566,0.749,0
1.567,0.745,0
1.57,0.741,0
1.572,0.74,0
1.56,0.724,0
1.551,0.734,0
1.54,0.726,0
1.513,0.714,0
1.497,0.707,0
1.481,0.7,0
1.447,0.686,0
1.429,0.678,0
1.374,0.656,0
1.355,0.648,0
1.335,0.644,0
1.316,0.638,0
1.297,0.63,0
1.278,0.624,0
1.24,0.61,0
1.223,0.604,0
1.2,0.597,0
1.18,0.587,0
1.161,0.58,0
1.141,0.574,0
1.102,0.562,0
1.083,0.556,0
1.065,0.549,0
1.046,0.543,0
1.01,0.53,0
0.974,0.517,0
0.956,0.512,0
0.938,0.505,0
3.267,0.751,0
3.258,0.747,0
3.25,0.746,0
3.237,0.741,0
3.22,0.735,0
3.189,0.723,0
3.172,0.716,0
3.16,0.713,0
3.138,0.706,0
3.082,0.71,0
3.001,0.682,0
2.981,0.656,0
2.659,0.65,0
2.641,0.634,0
2.651,0.625,0
2.885,0.623,0
2.866,0.614,0
2.581,0.613,0
2.828,0.607,0
2.549,0.599,0
2.544,0.597,0
2.466,0.589,0
2.715,0.587,0
2.281,0.606,0
2.248,0.593,0
2.63,0.584,0
2.604,0.597,0
2.585,0.574,0
2.565,0.568,0
2.546,0.559,0
2.527,0.553,0
2.508,0.547,0
2.468,0.534,0
2.448,0.528,0
2.432,0.52,0
2.394,0.525,0
2.372,0.501,0
2.353,0.497,0
1.877,0.515,0
1.78,0.598,0
1.776,0.537,0
1.839,0.562,0
2.025,0.578,0
1.974,0.495,0
1.463,0.715,0
1.37,0.723,0
1.367,0.724,0
1.429,0.73,0
1.417,0.798,0
1.347,0.848,0
1.197,0.862,0
1.17,0.868,0
1.133,0.819,0
1.089,0.826,0
1.074,0.828,0
1.059,0.83,0
1.025,0.823,0
0.967,0.795,0
0.947,0.794,0
0.928,0.797,0
0.908,0.8,0
1.182,0.752,0
1.346,0.743,0
1.349,0.741,0
1.349,0.737,0
1.348,0.737,0
1.346,0.741,0
1.342,0.737,0
1.34,0.74,0
1.339,0.736,0
1.338,0.735,0
1.337,0.738,0
1.34,0.738,0
1.336,0.738,0
1.332,0.741,0
1.325,0.74,0
1.316,0.732,0
1.305,0.742,0
1.292,0.726,0
1.278,0.72,0
1.265,0.714,0
1.248,0.708,0
1.213,0.698,0
1.195,0.692,0
1.176,0.702,0
1.157,0.681,0
1.138,0.68,0
1.119,0.682,0
0.943,0.654,0
0.917,0.586,0
0.92,0.586,0
0.921,0.586,0
0.919,0.586,0
0.917,0.585,0
0.915,0.584,0
0.913,0.584,0
0.912,0.584,0
0.911,0.584,0
0.91,0.583,0
0.908,0.583,0
0.907,0.582,0
0.904,0.581,0
0.902,0.581,0
1.744,0.541,0
1.75,0.542,0
1.753,0.867,0
1.751,0.867,0
1.745,0.551,0
1.741,0.863,0
1.732,0.567,0
1.721,0.571,0
1.707,0.583,0
0.96,0.842,0
1.677,0.835,0
1.642,0.819,0
0.948,0.802,0
0.923,0.714,0
1.459,0.725,0
1.462,0.722,0
1.46,0.722,0
1.459,0.721,0
1.458,0.721,0
1.457,0.72,0
1.456,0.719,0
1.454,0.719,0
1.453,0.719,0
0.921,0.718,0
0.912,0.716,0
0.913,0.714,0
1.436,0.711,0
1.428,0.707,0
1.417,0.702,0
1.407,0.697,0
1.392,0.691,0
1.376,0.685,0
1.359,0.678,0
1.341,0.67,0
1.325,0.663,0
1.284,0.649,0
1.264,0.641,0
1.247,0.633,0
1.225,0.625,0
1.205,0.617,0
1.187,0.61,0
1.166,0.602,0
1.149,0.595,0
1.132,0.589,0
1.115,0.582,0
1.098,0.575,0
1.078,0.568,0
1.064,0.562,0
1.01,0.543,0
0.992,0.54,0
0.91,0.495,0
0.907,0.495,0
1.418,0.498,0
1.38,0.502,0
1.36,0.509,0
1.338,0.519,0
1.325,0.525,0
1.31,0.532,0
1.297,0.556,0
1.27,0.574,0
1.257,0.582,0
1.374,0.591,0
1.351,0.61,0
1.341,0.619,0
1.329,0.628,0
1.319,0.638,0
1.31,0.647,0
1.301,0.657,0
1.495,0.685,0
1.476,0.698,0
1.451,0.705,0
1.434,0.715,0
1.419,0.724,0
0.94,0.727,0
0.917,0.73,0
1.257,0.785,0
1.264,0.811,0
1.415,0.812,0
1.275,0.817,0
1.273,0.82,0
1.4,0.828,0
1.389,0.802,0
1.223,0.806,0
1.362,0.814,0
1.172,0.837,0
1.122,0.875,0
1.106,0.9,0
1.086,0.899,0
0.916,0.802,0
0.925,0.799,0
1.713,0.796,0
1.711,0.795,0
1.705,0.795,0
1.699,0.793,0
1.689,0.789,0
1.681,0.785,0
1.586,0.497,0
1.571,0.507,0
1.556,0.736,0
1.552,0.731,0
1.555,0.726,0
2.482,0.72,0
2.453,0.709,0
2.421,0.571,0
2.404,0.58,0
2.371,0.604,0
2.334,0.629,0
2.24,0.626,0
2.221,0.621,0
2.002,0.616,0
1.985,0.606,0
1.965,0.601,0
1.9,0.58,0
1.88,0.571,0
1.098,0.565,0
1.054,0.552,0
1.032,0.545,0
1.007,0.539,0
0.991,0.534,0
0.95,0.518,0
0.932,0.514,0
0.913,0.505,0
1.271,0.497,0
1.259,0.5,0
1.25,0.503,0
1.236,0.511,0
1.225,0.516,0
1.213,0.522,0
1.199,0.528,0
1.185,0.536,0
1.17,0.543,0
1.101,0.579,0
1.049,0.715,0
1.031,0.634,0
1.027,0.638,0
0.982,0.657,0
0.962,0.669,0
0.946,0.683,0
0.93,0.691,0
0.914,0.706,0
1.463,0.783,0
1.461,0.78,0
1.466,0.777,0
1.467,0.775,0
1.466,0.774,0
1.462,0.772,0
1.456,0.771,0
1.448,0.768,0
1.437,0.763,0
1.425,0.757,0
1.411,0.751,0
1.395,0.745,0
1.379,0.738,0
1.362,0.732,0
1.345,0.725,0
1.328,0.717,0
1.291,0.703,0
1.257,0.689,0
1.235,0.682,0
1.216,0.675,0
1.177,0.661,0
1.159,0.654,0
1.14,0.647,0
1.122,0.64,0
1.103,0.633,0
1.085,0.626,0
1.066,0.619,0
1.046,0.612,0
1.027,0.604,0
1.009,0.597,0
5,0.506,0
5,0.575,0
0.939,0.565,0
5,0.569,0
5,0.569,0
5,0.569,0
5,0.566,0
5,0.573,0
5,0.573,0
3.163,0.587,0
3.164,0.589,0
3.163,0.597,0
3.162,0.598,0
3.158,0.598,0
3.151,0.604,0
3.131,0.627,0
3.118,0.722,0
3.104,0.715,0
3.088,0.708,0
3.055,0.692,0
3.037,0.684,0
3.019,0.675,0
2.982,0.658,0
2.964,0.649,0
2.945,0.641,0
2.928,0.632,0
2.776,0.605,0
2.765,0.598,0
2.769,0.599,0
2.766,0.6,0
2.764,0.6,0
2.763,0.599,0
2.761,0.598,0
2.753,0.595,0
2.745,0.592,0
2.734,0.578,0
2.708,0.574,0
2.693,0.551,0
2.678,0.551,0
2.661,0.558,0
2.644,0.55,0
2.589,0.528,0
2.531,0.505,0
2.511,0.498,0
2.199,0.504,0
1.605,0.621,0
1.395,0.622,0
1.385,0.629,0
1.399,0.744,0
1.408,0.751,0
1.317,0.9,0
1.045,0.786,0
1.033,0.784,0
1.02,0.755,0
1.008,0.758,0
1.001,0.762,0
0.988,0.762,0
0.974,0.765,0
0.921,0.773,0
0.904,0.751,0
1.38,0.758,0
1.384,0.738,0
1.384,0.734,0
1.384,0.737,0
1.38,0.735,0
1.379,0.741,0
1.381,0.737,0
1.378,0.737,0
1.37,0.735,0
1.365,0.733,0
1.35,0.729,0
1.34,0.723,0
1.326,0.722,0
1.306,0.719,0
1.293,0.713,0
1.275,0.714,0
1.257,0.715,0
1.22,0.697,0
1.202,0.704,0
1.183,0.692,0
1.163,0.698,0
1.124,0.67,0
1.104,0.664,0
1.084,0.648,0
0.927,0.649,0
0.922,0.583,0
0.923,0.579,0
0.923,0.58,0
0.921,0.579,0
0.918,0.578,0
0.914,0.577,0
0.907,0.575,0
0.945,0.513,0
1.738,0.774,0
1.738,0.772,0
1.737,0.774,0
1.733,0.773,0
1.726,0.767,0
1.719,0.764,0
1.709,0.76,0
1.696,0.757,0
1.682,0.751,0
0.94,0.746,0
0.926,0.74,0
0.908,0.732,0
1.558,0.704,0
0.902,0.684,0
1.483,0.676,0
1.476,0.672,0
1.476,0.674,0
1.474,0.67,0
1.472,0.67,0
1.47,0.669,0
1.468,0.668,0
1.465,0.667,0
1.463,0.672,0
1.462,0.671,0
1.46,0.67,0
1.458,0.665,0
1.452,0.666,0
1.449,0.659,0
1.432,0.653,0
1.425,0.65,0
1.415,0.644,0
1.408,0.641,0
1.391,0.635,0
1.366,0.627,0
1.352,0.623,0
1.336,0.619,0
1.322,0.614,0
1.305,0.61,0
1.288,0.605,0
1.27,0.601,0
1.252,0.597,0
1.234,0.593,0
1.182,0.579,0
1.164,0.575,0
1.146,0.571,0
1.097,0.558,0
1.08,0.554,0
1.066,0.55,0
1.048,0.543,0
1.03,0.539,0
0.988,0.533,0
0.971,0.53,0
0.954,0.528,0
0.935,0.525,0
0.919,0.523,0
1.393,0.496,0
1.385,0.497,0
1.377,0.498,0
1.369,0.5,0
1.363,0.502,0
1.353,0.505,0
1.342,0.509,0
1.33,0.513,0
1.318,0.518,0
1.305,0.523,0
1.28,0.534,0
1.252,0.546,0
1.233,0.552,0
1.217,0.558,0
1.199,0.564,0
1.16,0.576,0
1.141,0.583,0
1.122,0.589,0
1.101,0.595,0
1.065,0.607,0
1.045,0.613,0
1.008,0.625,0
0.989,0.63,0
0.952,0.631,0
1.461,0.646,0
1.462,0.644,0
1.036,0.644,0
1.035,0.644,0
1.034,0.645,0
1.032,0.646,0
1.023,0.651,0
1.018,0.656,0
1.002,0.667,0
0.998,0.674,0
0.981,0.693,0
1.011,0.733,0
1.012,0.732,0
1.015,0.732,0
1.023,0.732,0
1.015,0.732,0
1.009,0.733,0
1.005,0.734,0
0.976,0.736,0
0.964,0.738,0
0.951,0.739,0
0.943,0.742,0
0.948,0.741,0
0.936,0.738,0
1.826,0.778,0
0.921,0.74,0
0.914,0.74,0
0.906,0.734,0
0.905,0.727,0
2.751,0.723,0
2.665,0.691,0
2.652,0.687,0
2.638,0.683,0
2.626,0.68,0
2.616,0.676,0
2.603,0.672,0
2.575,0.664,0
2.555,0.659,0
2.52,0.552,0
1.493,0.647,0
1.476,0.533,0
1.455,0.571,0
1.433,0.634,0
1.403,0.626,0
1.364,0.617,0
1.324,0.609,0
1.287,0.6,0
1.272,0.595,0
1.253,0.59,0
1.235,0.586,0
1.216,0.581,0
1.197,0.576,0
1.182,0.572,0
1.161,0.564,0
1.09,0.549,0
1.075,0.545,0
1.04,0.536,0
1.898,0.503,0
1.897,0.501,0
1.9,0.501,0
1.898,0.501,0
1.895,0.5,0
1.889,0.499,0
1.879,0.498,0
1.868,0.495,0
1.306,0.496,0
1.296,0.499,0
1.287,0.501,0
1.278,0.504,0
1.267,0.507,0
1.255,0.511,0
1.241,0.516,0
1.226,0.521,0
1.21,0.527,0
1.194,0.533,0
1.178,0.539,0
1.143,0.553,0
1.125,0.561,0
1.106,0.568,0
1.087,0.576,0
1.068,0.584,0
1.033,0.599,0
1.014,0.61,0
0.995,0.618,0
0.976,0.627,0
0.957,0.636,0
0.936,0.646,0
0.917,0.655,0
1.555,0.767,0
1.556,0.765,0
1.557,0.747,0
1.557,0.752,0
